Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
10.5,45.2,12.3,loamy,beans,114.7,68.3,40.0,No Fertilizer Needed
22.0,62.9,14.1,black,tea,120.0,188.7,52.4,Urea
37.2,71.4,24.7,alluvial,pigeon peas,64.5,88.8,40.0,DAP
25.1,29.0,49.8,alluvial,coffee,100.0,91.4,40.0,Urea
36.9,86.9,34.1,sandy,chickpea,45.3,30.0,40.0,DAP
12.7,50.4,45.8,alluvial,pigeon peas,61.1,123.2,47.1,No Fertilizer Needed
31.6,66.6,57.6,sandy,groundnut,51.2,62.5,40.0,DAP
24.8,75.7,26.6,alluvial,beans,67.3,125.1,40.0,No Fertilizer Needed
20.3,83.7,47.1,alluvial,maize,116.2,112.7,40.0,No Fertilizer Needed
16.7,28.1,14.4,sandy,onion,90.0,63.2,40.0,Urea
21.0,79.7,57.7,red,cotton,90.0,40.0,45.0,DAP
35.4,88.6,26.0,sandy,sweet potato,60.0,80.0,40.0,10-26-26
28.0,35.5,29.8,alluvial,sorghum,98.0,55.0,40.0,DAP
25.0,51.9,40.1,sandy,banana,100.0,200.0,40.0,10-26-26
19.6,55.2,44.4,red,wheat,100.0,70.2,50.0,Urea
24.9,69.3,28.8,sandy,beans,65.2,58.3,40.0,DAP
38.0,35.8,46.8,alluvial,tomato,135.5,119.1,50.0,No Fertilizer Needed
39.5,66.1,52.4,loamy,watermelon,131.2,60.3,40.0,No Fertilizer Needed
39.7,73.0,29.6,black,pigeon peas,104.4,157.0,40.0,No Fertilizer Needed
35.7,47.6,16.5,alluvial,tomato,118.8,114.5,50.0,DAP
29.6,60.4,32.1,black,banana,100.0,200.0,51.1,10-26-26
29.5,45.4,52.8,alluvial,tomato,100.0,119.3,50.0,Urea
30.4,31.8,12.8,black,watermelon,86.3,190.6,40.0,DAP
29.5,61.5,58.5,red,cotton,90.0,40.0,45.0,DAP
24.7,68.2,57.7,black,soybean,117.5,156.4,40.0,No Fertilizer Needed
12.7,52.5,50.9,alluvial,pigeon peas,82.8,82.1,40.0,No Fertilizer Needed
13.5,28.5,42.1,clay,rice,185.6,118.5,60.0,DAP
18.2,72.2,49.7,black,coffee,100.0,150.0,40.0,Urea
27.1,27.0,13.2,loamy,onion,123.8,60.0,40.0,10-26-26
26.7,57.5,50.6,black,rice,120.0,141.9,60.0,DAP
32.6,34.5,42.9,clay,beans,78.8,130.7,59.8,No Fertilizer Needed
23.4,42.0,12.0,red,rice,120.0,40.0,60.0,DAP
12.5,28.7,24.9,clay,groundnut,193.4,162.4,40.0,No Fertilizer Needed
17.5,23.2,57.3,clay,pigeon peas,185.1,112.6,40.0,No Fertilizer Needed
24.7,41.9,55.5,red,sugarcane,150.0,66.0,60.0,DAP
34.6,36.6,19.4,alluvial,cotton,90.0,128.2,45.0,Urea
16.5,45.1,16.4,red,tea,120.0,80.0,40.0,Urea
37.1,48.0,14.2,alluvial,watermelon,80.0,104.5,40.0,DAP
12.1,71.3,59.8,sandy,sweet potato,60.0,80.0,40.0,10-26-26
34.6,62.3,31.0,alluvial,pigeon peas,60.5,81.0,49.2,No Fertilizer Needed
17.4,38.9,36.6,red,rice,120.0,53.7,60.0,DAP
37.3,74.5,17.3,loamy,maize,113.8,42.3,40.0,DAP
38.6,74.8,16.2,black,soybean,104.3,142.5,50.3,No Fertilizer Needed
25.9,69.0,53.3,clay,pearl millet,137.5,153.4,48.3,No Fertilizer Needed
38.4,47.3,27.3,loamy,potato,120.0,100.0,60.0,10-26-26
24.3,28.9,10.5,black,tea,120.0,80.1,40.0,DAP
32.1,23.7,46.3,red,watermelon,97.3,60.0,40.0,10-26-26
31.2,32.8,59.3,black,tea,132.8,100.2,40.0,No Fertilizer Needed
38.3,81.7,50.7,red,onion,90.0,95.5,40.0,Urea
35.4,64.4,13.8,loamy,onion,90.0,78.1,40.0,DAP
18.6,85.1,50.4,alluvial,maize,80.0,102.9,47.8,Urea
24.9,68.0,43.8,black,sugarcane,150.0,64.9,60.0,DAP
10.2,49.7,36.7,alluvial,tomato,100.0,101.5,50.0,Urea
28.3,62.5,58.2,alluvial,sorghum,111.3,89.1,45.5,No Fertilizer Needed
12.3,78.8,35.7,sandy,soybean,63.9,40.0,40.0,DAP
20.1,67.5,51.6,clay,grapes,177.9,85.1,59.6,No Fertilizer Needed
17.9,20.2,41.6,loamy,pearl millet,77.4,104.7,41.7,No Fertilizer Needed
34.8,22.5,33.2,red,beans,73.2,55.5,40.0,No Fertilizer Needed
19.9,44.8,10.3,black,tea,142.5,110.9,40.0,DAP
24.8,25.9,35.7,black,cotton,90.0,128.8,45.0,DAP
17.5,52.9,28.7,alluvial,sugarcane,150.0,90.3,60.0,Urea
39.7,65.9,32.0,clay,groundnut,81.9,53.2,54.6,No Fertilizer Needed
15.7,22.8,29.7,clay,tomato,163.4,100.0,61.5,10-26-26
38.8,88.8,15.9,black,tomato,100.4,155.0,50.0,DAP
32.5,74.6,30.0,loamy,sugarcane,150.0,96.9,60.0,Urea
38.7,75.5,16.3,clay,sugarcane,150.0,129.5,60.0,DAP
34.9,50.1,39.9,alluvial,wheat,100.0,67.4,50.0,Urea
17.4,30.7,35.6,black,maize,80.0,179.7,46.3,Urea
34.6,33.9,45.3,alluvial,soybean,124.5,87.2,40.0,No Fertilizer Needed
39.8,61.4,41.7,sandy,potato,120.0,100.0,60.0,10-26-26
22.8,63.2,14.5,sandy,tomato,100.0,100.0,50.0,Urea
16.7,49.8,13.1,sandy,beans,40.2,40.0,40.0,DAP
38.3,69.8,22.3,loamy,grapes,122.6,80.0,40.0,10-26-26
19.6,40.0,24.0,alluvial,pigeon peas,104.6,64.7,40.0,No Fertilizer Needed
20.0,27.8,43.4,loamy,pearl millet,103.5,44.8,37.1,No Fertilizer Needed
34.3,72.0,39.4,alluvial,grapes,104.5,80.0,40.0,10-26-26
12.6,27.4,41.5,black,coffee,112.2,193.7,40.0,DAP
15.8,51.2,14.9,sandy,beans,63.4,40.0,40.0,10-26-26
26.0,30.8,16.4,sandy,pearl millet,60.0,61.1,30.0,Urea
36.8,51.4,45.9,loamy,sweet potato,124.0,80.0,40.0,10-26-26
15.0,39.2,58.4,clay,sorghum,102.1,59.3,64.0,No Fertilizer Needed
34.4,54.7,36.6,alluvial,tomato,100.0,100.0,50.0,DAP
26.9,47.3,40.4,black,sorghum,80.0,140.2,40.0,DAP
10.3,85.0,35.6,alluvial,coffee,100.0,65.3,40.1,Urea
31.2,58.7,18.6,loamy,soybean,46.1,40.0,40.0,DAP
37.8,38.9,49.5,loamy,sugarcane,150.0,96.8,60.0,DAP
10.0,44.3,40.3,clay,sweet potato,112.8,131.9,40.0,No Fertilizer Needed
31.7,48.6,40.6,loamy,sweet potato,71.2,96.2,40.0,DAP
31.9,39.6,22.8,sandy,grapes,60.0,80.0,40.0,Urea
31.7,68.2,57.3,clay,coffee,100.0,120.5,49.2,Urea
16.6,38.8,39.1,black,tomato,133.8,100.0,50.0,10-26-26
31.8,45.8,55.1,alluvial,soybean,54.6,58.7,40.0,DAP
27.1,86.0,19.0,sandy,potato,120.0,100.0,60.0,Urea
28.2,24.9,13.6,alluvial,watermelon,80.0,129.3,46.4,Urea
25.8,70.9,50.4,alluvial,cotton,104.3,43.9,45.0,DAP
38.0,29.3,48.5,alluvial,rice,120.0,96.0,60.0,Urea
26.3,77.3,52.6,clay,rice,120.0,138.0,60.0,DAP
19.2,53.5,22.2,sandy,chickpea,45.5,45.5,40.0,DAP
13.1,40.8,35.6,clay,rice,175.9,155.1,60.0,DAP
22.8,30.3,42.8,sandy,rice,120.0,40.0,60.0,Urea
15.1,27.7,15.1,black,cotton,149.4,146.1,45.0,No Fertilizer Needed
37.7,84.4,54.8,loamy,cotton,96.4,74.8,45.0,DAP
30.4,30.5,43.4,sandy,tea,120.0,80.0,40.0,Urea
37.5,66.3,56.6,loamy,cotton,115.0,40.7,45.0,DAP
33.3,30.3,17.4,sandy,rice,120.0,64.9,60.0,Urea
27.3,87.2,23.9,clay,maize,80.0,73.0,65.8,Urea
19.6,49.7,44.7,loamy,watermelon,80.0,60.0,40.0,DAP
21.5,58.5,36.9,sandy,beans,43.2,40.0,40.0,DAP
31.4,56.9,48.8,red,maize,86.3,37.4,40.0,DAP
16.1,79.5,28.1,clay,grapes,127.0,80.0,40.0,10-26-26
35.5,80.7,51.0,loamy,grapes,68.5,99.0,40.0,DAP
16.3,35.7,47.3,sandy,onion,90.0,60.0,40.0,Urea
38.9,46.0,45.1,alluvial,rice,120.0,117.4,60.0,DAP
14.4,29.9,22.3,clay,potato,120.0,100.0,60.0,Urea
32.3,72.4,44.9,black,potato,120.0,108.5,60.0,DAP
10.4,27.8,13.0,alluvial,beans,108.1,57.6,40.0,No Fertilizer Needed
21.9,49.7,57.4,clay,potato,124.3,100.0,60.0,10-26-26
19.2,35.9,56.6,red,coffee,100.0,60.0,40.0,Urea
16.4,63.3,20.9,alluvial,sugarcane,150.0,92.3,60.0,Urea
24.1,41.9,42.1,alluvial,maize,126.2,114.3,40.0,DAP
15.8,27.6,13.9,black,beans,112.3,66.8,49.2,No Fertilizer Needed
26.2,24.6,39.9,sandy,banana,100.0,200.0,40.0,10-26-26
17.2,26.0,38.5,clay,beans,69.1,106.9,65.4,No Fertilizer Needed
12.8,41.6,59.0,loamy,wheat,109.7,72.5,50.0,DAP
31.8,88.2,45.1,black,mango,60.0,163.1,32.8,Urea
34.2,30.5,39.4,red,cotton,90.0,89.0,45.0,Urea
14.5,52.4,54.3,sandy,banana,100.0,200.0,40.0,10-26-26
14.2,70.3,59.7,alluvial,pigeon peas,94.4,96.8,49.2,No Fertilizer Needed
23.4,29.2,24.5,loamy,sorghum,98.1,38.0,42.2,No Fertilizer Needed
17.2,89.8,40.3,black,pigeon peas,149.6,197.2,40.0,No Fertilizer Needed
14.3,80.9,37.4,clay,cotton,193.8,62.3,56.2,No Fertilizer Needed
19.4,85.4,18.1,black,cotton,90.0,75.0,45.0,DAP
33.2,38.1,33.7,alluvial,potato,120.0,100.5,60.0,Urea
39.2,54.2,28.2,clay,sugarcane,150.0,122.2,60.0,Urea
23.2,55.9,41.2,sandy,pigeon peas,35.1,39.6,40.0,DAP
36.3,89.4,12.1,loamy,chickpea,130.0,94.3,40.0,No Fertilizer Needed
14.6,27.4,28.8,clay,sweet potato,140.0,80.0,59.4,No Fertilizer Needed
12.8,52.6,42.1,alluvial,chickpea,133.3,49.7,40.0,No Fertilizer Needed
33.0,34.0,26.4,black,cotton,90.0,128.6,54.9,Urea
18.4,22.7,17.8,clay,pearl millet,126.4,88.5,49.8,No Fertilizer Needed
33.2,24.4,50.4,red,wheat,100.0,45.9,50.0,DAP
38.6,67.9,23.5,clay,tomato,148.8,100.0,50.0,10-26-26
19.0,69.9,53.6,clay,watermelon,133.8,81.7,51.1,No Fertilizer Needed
36.8,50.0,58.2,clay,wheat,103.1,158.5,50.0,DAP
26.1,74.9,58.3,black,pearl millet,94.9,140.0,51.7,No Fertilizer Needed
33.5,61.8,13.9,red,rice,120.0,53.4,60.0,DAP
14.5,52.1,17.4,clay,mango,179.7,161.6,30.0,No Fertilizer Needed
25.6,20.3,32.5,loamy,onion,116.9,68.7,40.0,DAP
11.1,72.2,19.4,clay,coffee,157.0,120.1,55.8,No Fertilizer Needed
16.3,33.4,44.0,loamy,tomato,128.0,100.0,50.0,10-26-26
25.1,80.7,45.0,loamy,banana,100.4,200.0,40.0,10-26-26
22.8,88.2,26.8,red,grapes,94.0,80.0,40.0,10-26-26
14.9,50.5,24.3,red,sweet potato,76.0,80.0,40.0,10-26-26
39.9,76.4,15.2,clay,tea,150.7,98.8,48.7,No Fertilizer Needed
32.6,84.9,15.0,alluvial,pearl millet,88.8,44.9,35.4,No Fertilizer Needed
16.4,74.4,37.6,black,banana,100.0,200.0,49.6,Urea
22.4,77.4,45.2,black,grapes,126.8,113.6,40.0,DAP
18.5,81.6,23.2,red,soybean,88.1,59.5,40.0,No Fertilizer Needed
37.0,49.0,10.8,clay,soybean,83.7,144.4,40.0,No Fertilizer Needed
20.1,87.1,59.6,loamy,tea,120.0,80.0,43.2,Urea
34.9,76.1,38.9,black,beans,62.5,194.9,41.4,No Fertilizer Needed
37.1,56.2,31.9,black,potato,120.0,131.1,60.0,Urea
33.5,79.0,41.4,red,beans,49.1,95.5,40.0,DAP
12.8,50.6,41.4,clay,tomato,143.1,132.1,50.0,DAP
21.5,72.0,16.5,red,maize,80.0,55.7,40.0,DAP
36.9,40.8,36.8,alluvial,soybean,69.4,112.7,42.1,No Fertilizer Needed
11.6,25.8,17.2,alluvial,groundnut,47.8,120.0,49.0,No Fertilizer Needed
37.8,28.6,17.1,black,cotton,90.0,73.4,45.0,DAP
21.7,54.4,11.1,sandy,grapes,60.0,80.0,40.0,10-26-26
21.3,42.0,55.4,black,pigeon peas,133.9,64.4,40.0,No Fertilizer Needed
27.0,62.5,11.6,alluvial,potato,140.7,100.0,60.0,10-26-26
26.4,31.1,47.1,red,tea,120.0,80.0,40.0,10-26-26
25.4,30.7,53.3,red,rice,120.0,53.6,60.0,Urea
31.8,85.8,23.4,clay,soybean,128.0,91.7,63.9,No Fertilizer Needed
18.8,72.2,34.8,alluvial,sweet potato,95.5,80.0,40.0,10-26-26
30.6,82.1,24.1,sandy,potato,120.0,100.0,60.0,Urea
33.8,86.8,34.4,sandy,banana,100.0,200.0,40.0,10-26-26
13.2,46.8,20.0,red,mango,60.0,86.8,35.8,Urea
36.7,87.1,22.7,sandy,chickpea,39.4,60.5,40.0,DAP
21.9,28.0,50.5,loamy,sorghum,80.6,53.4,40.0,DAP
21.1,30.2,25.7,alluvial,tomato,100.0,106.5,50.0,Urea
27.0,42.5,21.6,black,tomato,100.0,100.0,50.0,Urea
26.8,70.1,57.3,clay,tomato,172.0,117.1,51.2,No Fertilizer Needed
30.5,50.5,50.7,black,beans,69.8,129.7,40.0,DAP
22.6,28.7,18.6,loamy,wheat,100.0,78.2,50.0,DAP
29.3,79.9,59.4,clay,banana,186.1,200.0,40.0,10-26-26
36.9,84.3,12.0,clay,watermelon,150.0,63.2,40.0,No Fertilizer Needed
19.0,42.2,27.3,alluvial,onion,90.0,86.4,41.9,Urea
19.0,88.9,34.7,black,wheat,116.3,176.8,51.6,No Fertilizer Needed
10.9,23.3,10.5,clay,tea,120.0,129.9,40.0,Urea
15.1,33.4,55.1,sandy,onion,90.0,65.5,40.0,Urea
36.5,23.0,12.4,loamy,wheat,100.0,86.6,50.0,DAP
31.0,84.7,39.2,loamy,watermelon,80.0,60.0,40.0,Urea
29.1,66.8,36.1,black,coffee,100.0,129.2,40.0,Urea
33.2,53.8,14.6,loamy,groundnut,111.0,61.5,40.0,No Fertilizer Needed
29.4,79.9,44.7,alluvial,soybean,52.8,61.1,40.0,No Fertilizer Needed
24.0,47.0,34.4,sandy,pigeon peas,36.3,55.3,40.0,DAP
32.8,41.8,32.7,loamy,sorghum,80.0,103.6,40.0,Urea
21.6,51.7,41.0,loamy,soybean,60.3,40.1,40.0,DAP
30.6,86.6,38.9,sandy,onion,90.0,60.0,40.0,Urea
10.5,52.3,23.3,sandy,cotton,90.0,40.0,45.0,Urea
12.5,50.2,17.5,red,cotton,90.0,40.0,45.0,DAP
12.9,65.4,46.6,loamy,groundnut,80.0,65.2,40.0,No Fertilizer Needed
25.9,54.6,31.7,loamy,tea,120.0,106.9,40.0,Urea
11.6,22.5,23.3,clay,soybean,71.9,78.0,40.0,No Fertilizer Needed
31.5,47.4,15.1,alluvial,tea,120.0,80.0,45.4,10-26-26
33.6,44.3,24.4,sandy,tomato,100.0,100.0,50.0,10-26-26
28.7,71.7,52.6,alluvial,sorghum,112.6,103.3,40.0,DAP
20.0,51.9,58.1,sandy,potato,120.0,100.0,60.0,10-26-26
15.1,73.2,10.5,clay,groundnut,110.5,52.6,42.3,No Fertilizer Needed
13.3,77.3,38.4,black,soybean,153.0,133.9,48.8,No Fertilizer Needed
33.3,27.0,50.2,sandy,potato,120.0,100.0,60.0,Urea
29.9,37.7,32.9,loamy,sweet potato,116.5,80.0,40.0,10-26-26
35.7,83.2,39.8,alluvial,sorghum,80.0,107.5,40.0,Urea
39.4,79.9,43.0,sandy,rice,120.0,40.0,60.0,Urea
16.2,26.2,56.0,loamy,onion,90.0,60.0,40.0,DAP
26.3,83.9,59.4,alluvial,beans,130.9,123.9,40.0,No Fertilizer Needed
21.7,49.2,59.7,loamy,grapes,69.8,80.0,40.0,DAP
13.7,75.7,38.3,red,mango,85.0,40.0,30.0,10-26-26
37.8,30.3,44.0,black,rice,120.0,138.3,60.0,DAP
24.6,24.5,24.7,loamy,potato,120.0,100.0,60.0,DAP
24.7,20.4,27.6,clay,cotton,175.6,68.0,45.0,No Fertilizer Needed
30.0,73.8,17.8,red,banana,100.0,200.0,40.0,10-26-26
27.6,25.7,20.9,black,tomato,100.0,172.6,50.0,DAP
22.7,87.7,14.9,black,beans,76.4,104.9,40.0,No Fertilizer Needed
30.4,42.6,38.9,black,coffee,120.7,81.3,40.0,DAP
19.0,26.0,38.3,sandy,sweet potato,60.0,80.0,40.0,10-26-26
14.2,50.9,25.7,clay,onion,189.2,105.2,53.1,No Fertilizer Needed
22.6,48.7,11.4,black,onion,107.7,119.8,53.4,No Fertilizer Needed
37.2,75.1,39.0,red,sugarcane,150.0,92.2,60.0,Urea
32.7,47.5,30.1,clay,banana,100.0,200.0,57.3,Urea
12.5,38.9,59.3,clay,chickpea,77.5,145.0,47.7,No Fertilizer Needed
30.7,80.5,16.1,black,coffee,110.4,159.8,40.0,DAP
14.3,71.8,34.8,red,tomato,100.0,100.0,50.0,Urea
19.3,89.2,10.3,alluvial,banana,100.0,200.0,40.0,10-26-26
28.1,28.5,14.8,sandy,rice,120.0,58.5,60.0,Urea
11.7,28.5,30.2,black,chickpea,152.2,176.6,48.3,No Fertilizer Needed
34.7,67.7,53.0,loamy,sweet potato,97.5,82.7,40.0,DAP
34.6,66.0,18.5,sandy,potato,120.0,100.0,60.0,10-26-26
30.0,87.1,34.6,loamy,banana,102.1,200.0,40.0,10-26-26
22.5,49.7,11.4,black,cotton,97.0,64.5,45.0,DAP
29.4,82.5,41.0,clay,banana,100.0,200.0,61.8,Urea
23.8,20.6,17.9,alluvial,chickpea,94.3,61.0,44.8,No Fertilizer Needed
25.4,32.2,17.6,black,sorghum,117.9,125.0,40.0,No Fertilizer Needed
33.5,66.1,56.2,loamy,sugarcane,150.0,71.3,60.0,Urea
29.8,60.3,56.4,red,pearl millet,83.8,40.2,30.0,No Fertilizer Needed
38.7,44.4,40.9,red,mango,60.0,89.0,30.0,DAP
12.9,27.4,56.7,sandy,potato,120.0,100.0,60.0,Urea
37.0,32.2,54.6,clay,soybean,165.0,59.7,40.0,No Fertilizer Needed
13.4,79.3,13.6,loamy,tea,120.0,98.1,40.0,DAP
13.2,51.5,16.7,loamy,potato,120.0,100.0,60.0,10-26-26
30.4,35.8,47.1,black,pearl millet,94.6,169.7,37.3,No Fertilizer Needed
10.7,87.2,14.8,red,maize,80.0,31.9,40.0,Urea
26.4,25.0,19.3,red,onion,90.0,74.9,40.0,Urea
35.0,59.9,33.7,sandy,pearl millet,60.0,46.1,30.0,Urea
23.2,63.8,53.7,clay,sugarcane,150.0,110.7,60.0,DAP
25.0,23.6,37.0,clay,cotton,90.0,85.1,58.0,Urea
31.1,24.8,53.6,black,groundnut,150.7,140.7,40.0,No Fertilizer Needed
25.0,47.9,12.8,red,sorghum,80.0,63.3,40.0,DAP
10.9,43.7,23.0,alluvial,groundnut,78.1,54.5,41.6,No Fertilizer Needed
19.9,73.0,55.6,alluvial,sweet potato,60.0,114.5,40.0,DAP
31.1,73.6,11.8,red,coffee,100.0,71.9,40.0,DAP
36.6,53.5,16.5,clay,tea,160.6,108.4,40.0,DAP
20.5,53.4,49.1,alluvial,soybean,131.0,125.8,40.0,No Fertilizer Needed
26.0,80.2,44.1,sandy,rice,120.0,40.0,60.0,DAP
13.8,69.1,37.5,alluvial,watermelon,80.0,97.4,40.0,DAP
15.8,50.6,12.9,loamy,grapes,62.9,80.0,40.0,10-26-26
11.4,76.1,53.7,red,sweet potato,60.0,80.0,40.0,10-26-26
18.5,42.0,40.1,sandy,chickpea,61.1,30.0,40.0,10-26-26
29.7,66.0,13.8,black,watermelon,147.5,158.2,40.0,No Fertilizer Needed
23.3,41.2,28.3,sandy,grapes,60.0,80.0,40.0,10-26-26
30.9,55.2,12.7,loamy,groundnut,123.0,81.6,40.0,No Fertilizer Needed
16.1,29.6,58.8,clay,groundnut,94.1,76.2,54.4,No Fertilizer Needed
34.5,29.9,58.9,alluvial,grapes,113.6,82.8,40.0,No Fertilizer Needed
25.0,22.4,23.9,clay,cotton,114.9,62.0,58.2,No Fertilizer Needed
21.5,21.3,29.1,red,groundnut,61.5,57.1,40.0,DAP
26.0,66.2,11.6,black,pigeon peas,129.1,185.9,52.6,No Fertilizer Needed
34.3,61.4,47.9,loamy,mango,72.7,67.6,38.9,No Fertilizer Needed
37.9,72.7,50.4,alluvial,onion,99.4,125.9,47.9,No Fertilizer Needed
23.9,60.1,38.4,red,banana,100.0,200.0,40.0,10-26-26
37.2,39.6,44.1,sandy,soybean,33.3,55.7,40.0,DAP
27.1,22.7,23.7,loamy,banana,100.0,200.0,40.0,10-26-26
13.7,59.8,26.0,clay,tea,120.0,104.6,40.0,Urea
24.0,87.6,34.0,clay,chickpea,177.0,59.1,40.0,No Fertilizer Needed
36.9,58.6,57.7,loamy,maize,81.6,94.0,40.0,DAP
13.8,64.1,17.3,black,groundnut,113.9,78.5,40.0,No Fertilizer Needed
30.5,80.2,39.0,sandy,wheat,100.0,40.0,50.0,Urea
10.5,79.1,52.5,loamy,groundnut,90.6,52.6,40.0,DAP
25.2,27.9,13.9,clay,cotton,90.5,145.8,46.7,No Fertilizer Needed
12.1,49.9,24.2,black,pigeon peas,51.6,111.6,40.3,No Fertilizer Needed
21.2,86.0,24.7,alluvial,onion,90.0,68.2,40.0,Urea
10.8,62.6,50.4,red,sugarcane,150.0,65.8,60.0,Urea
20.3,35.0,51.5,alluvial,coffee,100.0,76.3,40.3,Urea
38.7,87.1,59.6,clay,beans,139.3,123.4,65.9,No Fertilizer Needed
32.0,79.3,36.4,red,onion,90.0,66.9,40.0,Urea
18.1,78.5,24.7,loamy,chickpea,64.0,92.6,40.0,DAP
23.7,72.4,15.8,sandy,grapes,60.0,80.0,40.0,DAP
20.6,55.4,55.7,clay,grapes,151.2,103.0,48.2,No Fertilizer Needed
27.1,77.9,16.3,sandy,onion,90.0,60.0,40.0,Urea
14.1,38.2,24.3,alluvial,coffee,100.0,79.9,40.0,DAP
24.8,81.7,19.9,red,sugarcane,150.0,60.0,60.0,Urea
33.0,69.8,33.5,loamy,onion,90.0,97.5,40.1,Urea
15.0,25.1,35.7,alluvial,rice,120.0,80.0,60.0,DAP
30.9,36.9,24.7,black,sugarcane,150.0,108.4,60.0,Urea
13.2,70.6,13.7,red,tea,120.0,93.0,40.0,Urea
32.2,50.5,47.9,black,beans,122.5,160.7,45.0,No Fertilizer Needed
12.5,82.7,39.7,red,coffee,100.0,60.0,40.0,Urea
25.3,61.2,57.2,sandy,chickpea,25.4,36.4,40.0,DAP
36.9,60.6,52.2,red,coffee,100.0,60.0,40.0,Urea
11.3,86.2,54.1,sandy,potato,120.0,100.0,60.0,10-26-26
13.0,39.9,15.9,loamy,tea,120.0,101.4,40.0,Urea
39.7,72.7,56.2,loamy,banana,102.0,200.0,40.0,10-26-26
10.8,83.2,58.0,sandy,sorghum,80.0,30.0,40.0,Urea
16.1,85.9,38.6,loamy,rice,120.0,97.3,60.0,DAP
31.5,84.3,16.0,clay,banana,183.0,200.0,43.2,10-26-26
31.9,28.2,27.7,loamy,sugarcane,150.0,89.6,60.0,Urea
25.2,39.3,41.5,sandy,mango,60.0,52.8,30.0,Urea
23.0,85.3,49.7,clay,mango,105.9,126.9,58.9,No Fertilizer Needed
38.5,63.9,22.3,clay,beans,142.2,77.3,60.2,No Fertilizer Needed
24.1,53.9,19.4,loamy,tomato,100.0,100.0,50.0,DAP
35.7,72.5,10.2,red,maize,80.0,45.6,40.0,Urea
22.5,38.4,29.0,clay,potato,141.8,107.0,60.0,DAP
36.3,78.8,53.8,sandy,pigeon peas,51.1,49.4,40.0,DAP
26.3,40.7,20.9,loamy,tea,128.7,92.3,40.9,No Fertilizer Needed
19.8,66.4,15.8,black,onion,97.8,78.3,40.0,DAP
13.8,81.8,52.0,alluvial,watermelon,129.7,103.8,40.0,No Fertilizer Needed
18.0,35.1,52.5,loamy,rice,120.0,59.2,60.0,DAP
22.3,76.6,31.3,loamy,pigeon peas,65.5,71.4,40.0,DAP
29.1,23.2,32.4,loamy,soybean,61.9,75.2,40.3,No Fertilizer Needed
38.4,62.9,26.5,clay,beans,144.7,133.8,40.0,No Fertilizer Needed
33.4,43.3,27.6,clay,watermelon,166.4,60.0,40.0,No Fertilizer Needed
26.1,89.0,51.9,loamy,tomato,100.0,100.0,50.0,10-26-26
19.9,35.1,46.7,loamy,potato,126.6,100.0,60.0,10-26-26
25.0,75.4,12.1,clay,sorghum,101.2,123.5,40.0,DAP
18.2,28.7,49.2,clay,soybean,151.5,135.8,40.0,No Fertilizer Needed
12.3,55.3,45.2,clay,groundnut,161.9,136.0,40.0,No Fertilizer Needed
37.6,26.7,39.4,red,sweet potato,60.0,89.5,40.0,DAP
25.4,21.6,23.7,black,mango,70.3,151.6,30.0,No Fertilizer Needed
18.7,26.5,58.3,black,pearl millet,107.9,185.5,35.6,No Fertilizer Needed
17.3,21.2,34.9,red,sweet potato,60.0,80.0,40.0,DAP
16.7,88.3,29.9,black,cotton,90.0,139.0,45.0,DAP
20.0,76.7,58.8,loamy,beans,50.6,99.9,40.0,DAP
17.5,29.9,40.8,red,pearl millet,63.5,69.7,31.2,No Fertilizer Needed
33.0,37.6,25.6,clay,soybean,108.6,88.7,40.0,No Fertilizer Needed
22.2,20.4,44.5,red,coffee,100.0,68.3,40.0,Urea
17.1,52.3,34.1,alluvial,mango,99.6,108.0,40.7,No Fertilizer Needed
31.0,46.3,47.8,black,cotton,90.0,85.4,45.6,Urea
11.2,49.7,18.5,clay,chickpea,171.4,136.8,42.9,No Fertilizer Needed
22.0,40.8,31.8,black,sweet potato,79.9,154.4,52.1,No Fertilizer Needed
28.5,46.0,42.5,loamy,sorghum,80.0,50.3,40.0,Urea
21.1,62.3,33.6,alluvial,tea,120.0,109.2,40.0,Urea
25.7,78.1,10.5,sandy,sugarcane,150.0,60.0,60.0,Urea
31.0,33.9,14.7,loamy,rice,120.0,81.9,60.0,DAP
12.0,64.5,54.2,sandy,tea,120.0,80.0,40.0,Urea
27.5,41.4,41.2,black,banana,100.0,200.0,40.0,10-26-26
12.3,30.7,46.5,sandy,pigeon peas,33.6,30.0,40.0,DAP
29.3,46.8,38.8,red,sorghum,89.1,96.7,40.0,DAP
37.3,34.7,10.1,alluvial,tea,120.0,125.7,40.0,Urea
14.3,53.3,10.0,sandy,tea,120.0,80.0,40.0,Urea
29.9,42.9,35.0,black,chickpea,61.3,113.9,40.0,No Fertilizer Needed
24.2,41.8,36.1,alluvial,watermelon,97.2,117.8,45.6,No Fertilizer Needed
35.0,69.8,52.0,alluvial,potato,120.0,113.0,60.0,DAP
26.7,50.5,27.4,clay,pigeon peas,66.4,104.9,40.0,No Fertilizer Needed
31.9,35.0,38.0,loamy,pigeon peas,131.8,63.7,42.2,No Fertilizer Needed
39.9,33.7,28.0,alluvial,potato,120.0,100.0,60.0,Urea
25.1,20.9,23.7,loamy,grapes,100.2,80.0,40.0,10-26-26
28.8,88.0,51.2,loamy,groundnut,119.7,109.8,41.8,No Fertilizer Needed
